isbn,title,author,pub,category,average_rating
0893753564,Christmas Carol,Charles Dickens,Troll Communications,unknown,4.5
0061096083,The Bestseller,Olivia Goldsmith,HarperTorch,['Fiction'],3.0
0061013412,Orchid Beach (Holly Barker Novels (Paperback)),Stuart Woods,HarperTorch,['Fiction'],4.0
0345387554,The Horse You Came In On,Martha Grimes,Ballantine Books,['Fiction'],5.0
0330330276,English Patient,Michael Ondaatje,Pan Books Ltd,['Crime'],4.0
0743436679,The Bone Vault,Linda Fairstein,Pocket Star,['Fiction'],3.0
0451208862,Dead Girls Don't Wear Diamonds (Blackbird Sisters Mysteries),Nancy Martin,Signet Book,['Fiction'],5.0
0743448944,Mount Vernon Love Story : A Novel of George and Martha Washington,Mary Higgins Clark,Pocket,['Fiction'],4.0
0375422307,Persepolis : The Story of a Childhood (Alex Awards (Awards)),MARJANE SATRAPI,Pantheon,['Biography & Autobiography'],5.0
067091021X,Year of Wonders: A Novel of the Plague,Geraldine Brooks,Viking Books,['Fiction'],4.0
1573220221,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,Riverhead Books,unknown,4.0
1580628362,Please Stop Laughing at Me: One Woman's Inspirational Story,Jodee Blanco,Adams Media Corporation,unknown,4.0
0451409000,Messiah,Boris Starling,Onyx Books,['Fiction'],4.0
0446364266,French Silk,Sandra Brown,Warner Books,['Fiction'],4.0
0440415632,The Cricket in Times Square (Newbery Winners for Microcomputers),George Selden,Random House Children's Books,['Animals'],4.333333333333333
1558745432,A 5th Portion of Chicken Soup for the Soul : 101 Stories to Open the Heart and Rekindle the Spirit,Jack Canfield,Health Communications,['Self-Help'],4.0
0811824829,52 Deck Series: 52 Ways to Celebrate Friendship,Lynn Gordon,Chronicle Books,unknown,5.0
0449223604,M Is for Malice,Sue Grafton,Fawcett Books,unknown,4.333333333333333
0425131769,Vital Signs,Robin Cook,Berkley Publishing Group,unknown,4.0
0553295608,A Suitable Vengeance,ELIZABETH GEORGE,Bantam,['Fiction'],4.0
0140296298,Riding in Cars With Boys: Confessions of a Bad Girl Who Makes Good,Beverley Donofrio,Penguin Books,['Biography & Autobiography'],5.0
0590944649,Titanic Crossing,Barbara Williams,Scholastic,"['Authors, American']",2.0
0553573209,Firefly Beach,Luanne Rice,Bantam Books,unknown,4.0
0515128821,The Breaker,Minette Walters,Jove Books,['Fiction'],4.5
0345394259,Hotel Paradise,Martha Grimes,Ballantine Books,['Fiction'],4.0
0440225272,Homecoming,Belva Plain,Dell Publishing Company,['Fiction'],4.0
0064471101,The Magician's Nephew (rack) (Narnia),C. S. Lewis,HarperCollins,['Juvenile Fiction'],5.0
006440188X,The Secret Garden,Frances Hodgson Burnett,HarperTrophy,['Juvenile Fiction'],4.8
0451117298,Cujo,Stephen King,New American Library,unknown,5.0
0140042210,A Portrait of the Artist As a Young Man,James Joyce,Penguin USA,['Fiction'],3.6666666666666665
0515119652,From the Heart: Tonight and Always/A Matter of Choice/Endings and Beginnings,Nora Roberts,Jove Books,unknown,3.6666666666666665
0671014935,Likely to Die (Alexandra Cooper Mysteries (Paperback)),Linda Fairstein,Pocket Books,['Fiction'],4.0
0380794470,Dream a Little Dream,Susan Elizabeth Phillips,Avon,['Fiction'],4.5
0688163173,Shutter Island: A Novel,Dennis Lehane,William Morrow,['Fiction'],5.0
0553573357,Blue Mars,Kim Stanley Robinson,Spectra Books,['Fiction'],4.0
0425163717,Holiday in Death,J. D. Robb,Berkley Publishing Group,['Fiction'],3.0
044661095X,Killing Time,Caleb Carr,Warner Books,unknown,3.0
0553297260,Darkness,John Saul,Bantam Books,['Fiction'],4.333333333333333
0061099341,As the Crow Flies,Jeffrey Archer,HarperTorch,['Fiction'],5.0
0740704818,The Blue Day Book,Bradley Trevor Greive,Andrews McMeel Publishing,['Self-Help'],5.0
0452283795,Wanderlust,Chris Dyer,Plume Books,['Fiction'],4.0
0767908171,A Short History of Nearly Everything,Bill Bryson,Broadway,unknown,5.0
0425153789,Immortal in Death,J. D. Robb,Berkley Publishing Group,unknown,3.0
0451166604,Small Sacrifices: A True Story of Passion and Murder,Ann Rule,Signet Book,['True Crime'],5.0
0061090891,Santa Fe Rules,Stuart Woods,HarperTorch,['Fiction'],3.0
0553295276,Beauty,Sheri S. Tepper,Bantam,['Fiction'],4.5
0452279178,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,Plume Books,unknown,4.6
0140481389,The Crucible: A Play in Four Acts (Penguin Plays),Arthur Miller,Penguin Books,unknown,4.5
0802130348,Waiting for Godot,Samuel Beckett,Grove Press,['Drama'],4.0
0380729342,Tales from Watership Down,Richard Adams,Avon,['Fiction'],3.0
0380791994,Singer from the Sea,Sheri S. Tepper,Eos,unknown,3.0
0679435212,Crooked Little Heart,Anne Lamott,Pantheon Books,['Fiction'],4.0
0345444884,The Talisman,STEPHEN KING,Ballantine Books,['Fiction'],4.333333333333333
0553584367,Dream of Me/Believe in Me,Josie Litton,Bantam Books,['Fiction'],5.0
0312925883,Not Without My Daughter,Betty Mahmoody,St. Martin's Press,['Biography & Autobiography'],4.0
0399522115,"The Psychologist's Book of Self-Tests: 25 Love, Sex, Intelligence, Career, and Personality Tests Developed by Professionals to Reveal the Real You",Louis H. Janda,Perigee Books,['Psychology'],4.5
0671537865,One Wish,Linda Lael Miller,Pocket,['Fiction'],4.0
0380765462,Tombstone Courage: A Joanna Brady Mystery,J.A. Jance,Avon,['Fiction'],5.0
1551668378,Halfway To Heaven,Susan Wiggs,Mira,['Fiction'],4.2
0684815451,SILENT NIGHT : The Story of the World War I Christmas Truce,Mary Higgins Clark,Simon &amp; Schuster,['Fiction'],5.0
0688149111,The Best Laid Plans,Sidney Sheldon,William Morrow &amp; Company,['Fiction'],5.0
1853260789,MADAME BOVARY,Gustave Flaubert,NTC/Contemporary Publishing Company,['Fiction'],5.0
0399138714,Decider,Dick Francis,Putnam Pub Group,['Fiction'],5.0
0451163508,Lie Down With Lions (Signet),Ken Follett,Signet Book,['Fiction'],3.0
0743454529,"My Sister's Keeper : A Novel (Picoult, Jodi)",Jodi Picoult,Atria,['Fiction'],5.0
006000925X,Daisy's Back in Town,Rachel Gibson,Avon,['Fiction'],4.0
0373790899,"By the Book (Harlequin Blaze, No 85)",Nancy Warren,Harlequin,['Fiction'],4.0
1551667002,Skyward,Mary Alice Monroe,Mira Books,['Fiction'],4.0
0060008032,Angels,Marian Keyes,HarperTorch,unknown,4.0
0380814382,True Confessions (Avon Romance),Rachel Gibson,Avon,['Fiction'],5.0
0812558626,Briar Rose,Jane Yolen,Tor Books,['Fiction'],5.0
0679400516,Me: Stories of My Life,Katharine Hepburn,Random House Inc,['Biography & Autobiography'],5.0
037322706X,Phantom Lover  (43 Light Street),Rebecca York,Harlequin,['Fiction'],3.0
0553584707,Catering to Nobody,Diane Mott Davidson,Bantam Books,unknown,5.0
0451198638,The Other Side and Back: A Psychic's Guide to Our World and Beyond,Sylvia Browne,Signet Book,"['Body, Mind & Spirit']",3.0
0060540753,Patron Saint of Liars : A Novel,Ann Patchett,Perennial,['Fiction'],4.0
0446600415,The Day After Tomorrow,Allan Folsom,Warner Books,['Fiction'],3.0
044020271X,Tapestry,Belva Plain,Dell,['Fiction'],3.5
0446608602,Personal Injuries,Scott Turow,Warner Vision,['Fiction'],4.0
1551666561,Letting Go,Pamela Morsi,Mira Books,['Fiction'],5.0
1551667193,311 Pelican Court,Debbie Macomber,Mira Books,unknown,4.5
044021422X,Jewels,Danielle Steel,Dell,['Fiction'],4.0
0373835396,Four In Hand,Stephanie Laurens,Harlequin,['Fiction'],4.0
0553803077,Sickened : The Memoir of a Munchausen by Proxy Childhood,Julie Gregory,Bantam,['Biography & Autobiography'],4.0
0440226449,Freedomland,Richard Price,Dell Publishing Company,['Fiction'],4.0
0671039741,Salem's Lot,Stephen King,Pocket,['Fiction'],5.0
0440484332,Superfudge (Yearling Books (Paperback)),Judy Blume,Yearling Books,['Juvenile Fiction'],3.5
0440146577,Loving,Danielle Steel,Dell,['Fiction'],4.0
0671010107,One Red Rose (Clayborne Brides),Julie Garwood,Pocket,unknown,4.0
0671028030,Cat (Wildflowers),V.C. Andrews,Pocket,['Juvenile Fiction'],2.5
0671028022,Jade (Wildflowers),V.C. Andrews,Pocket,['Fiction'],2.0
1551666758,The Perfect Lie,Dinah Mccall,Mira,['Fiction'],3.0
0380811073,Worth Any Price,Lisa Kleypas,Avon,['Fiction'],3.5
0395977894,Fast Food Nation,Eric Schlosser,Houghton Mifflin Company,unknown,4.0
1573221112,The Art of Happiness: A Handbook for Living,Dalai Lama,Penguin Putnam,unknown,4.5
0871137534,The Dress Lodger,Sheri Holman,Pub Group West,unknown,4.0
037322687X,Premeditated Marriage,B.J. Daniels,Harlequin,['Fiction'],4.5
044651974X,Strange Highways,Dean R. Koontz,Warner Books,unknown,4.0
0449216861,Silence in Hanover Close,Anne Perry,Fawcett Books,['Fiction'],3.5
0345447859,The Apprentice,TESS GERRITSEN,Ballantine Books,['Boston (Mass.)'],4.0
0553270222,The Haunted Mesa,LOUIS L'AMOUR,Bantam,['Fiction'],4.0
0590477404,"Monster Blood II (Goosebumps, No 18)",R. L. Stine,Scholastic,['Juvenile Fiction'],3.0
0525945121,Chang and Eng,Darin Strauss,Dutton Books,['Biography & Autobiography'],3.5
051508901X,The Gamble,LaVyrle Spencer,Jove Books,unknown,3.3333333333333335
0060508108,Duchess in Love,Eloisa James,Avon,unknown,3.0
0553569635,Blood Test (Alex Delaware Novels (Paperback)),Jonathan Kellerman,Bantam Books,['Fiction'],4.0
0671670913,ANYTHING FOR BILLY,Larry McMurtry,Pocket,['Outlaws'],4.0
0451202546,The Devil's Heiress,Jo Beverley,Signet Book,['Fiction'],5.0
0671870114,Saving Grace,Julie Garwood,Pocket,['Fiction'],3.6666666666666665
038089968X,Chain Letter (Avon Camelot Books (Paperback)),Christopher Pike,Avon,['Fiction'],4.666666666666667
0515128015,Eclipse Bay,Jayne Ann Krentz,Jove Books,['Fiction'],5.0
0446359637,Breath of Scandal,Sandra Brown,Warner Books,unknown,3.0
0553294903,Divine Evil,NORA ROBERTS,Bantam,['Fiction'],4.25
0440236991,Leap of Faith,Danielle Steel,Dell Publishing Company,['Fiction'],4.5
0312960344,Pandora's Clock,John J. Nance,St. Martin's Press,['Fiction'],3.0
0684814994,Christmas Box (Christmas Box Trilogy),Richard Paul Evans,Simon &amp; Schuster,['Fiction'],4.8
0441802087,Tekwar,William Shatner,Ace Books,['Fiction'],4.0
0425098605,The Vision,Dean R. Koontz,Berkley Publishing Group,['Fiction'],4.0
0440194903,When the Wind Blows,John Saul,Dell,['Fiction'],4.5
0451206878,The Return,Bentley Little,Signet Book,['Fiction'],3.25
0743428587,Twisted Roots,V.C. Andrews,Pocket,['Fiction'],4.0
0515130117,The Sabbathday River,Jean Hanff Korelitz,Berkley Publishing Group,unknown,5.0
0849932017,Stick A Geranium In Your Hat And Be Happy!,Barbara Johnson,W Publishing Group,['Religion'],5.0
0440217512,Wings,Danielle Steel,Dell,['Fiction'],5.0
0671776126,Plain Truth,Jodi Picoult,Atria,['Fiction'],4.0
0671025333,Empty Promises,Ann Rule,Pocket,['True Crime'],3.0
0679736379,Sophie's Choice,William Styron,Vintage Books USA,['Fiction'],3.5
0375410945,The World Below,SUE MILLER,Knopf,['Fiction'],3.5
0671729489,Seeds of Yesterday (Dollanganger),V.C. Andrews,Pocket,unknown,5.0
0425172996,Vector,Robin Cook,Berkley Publishing Group,unknown,4.0
0385315309,Five Days in Paris,DANIELLE STEEL,Delacorte Press,unknown,3.75
006017613X,"Nora, Nora: A Novel",Anne Rivers Siddons,HarperCollins Publishers,unknown,5.0
0449213730,The Ritual Bath (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,Fawcett Books,['Fiction'],3.75
0553278355,The Bell Jar,Sylvia Plath,Bantam,['Fiction'],1.0
0440114756,Comes the Blind Fury,John Saul,Dell,['Fiction'],5.0
067974388X,The Tightwad Gazette: Promoting Thrift As a Viable Alternative Lifestyle,Amy Dacyczyn,Random House Inc,['Self-Help'],4.666666666666667
0451203070,Tending Roses,Lisa Wingate,New American Library,unknown,4.666666666666667
0061030244,"Carpenter's Lady, The, NEW EDITION",Barbara Delinsky,HarperTorch,['Fiction'],4.0
0399148027,Blue Diary,Alice Hoffman,G. P. Putnam's Sons,['Fiction'],4.333333333333333
0525934251,Bastard Out of Carolina,Dorothy Allison,Dutton Books,['Fiction'],4.0
0553283936,Negotiator,Frederick Forsyth,Bantam Books,['Fiction'],4.0
1551669293,204 Rosewood Lane,Debbie Macomber,Mira,unknown,4.0
0440166497,Once in a Lifetime,Danielle Steel,Dell,['Fiction'],4.0
0060562080,"Under the Duvet : Shoes, Reviews, Having the Blues, Builders, Babies, Families and Other Calamities",Marian Keyes,Perennial,['Biography & Autobiography'],4.0
0399150439,Naked Prey,John Sandford,Putnam Publishing Group,['Fiction'],5.0
0380718367,My Sister the Moon,Sue Harrison,Avon,['Fiction'],4.0
0375709150,Driving over Lemons: An Optimist in Spain (Vintage Departures),Chris Stewart,Vintage Books USA,unknown,4.0
0749309423,The Silence of the Lambs,Thomas Harris,Mandarin,['Adventure stories'],5.0
0345350472,Blade Runner: (Do Androids Dream of Electric Sheep),Philip K. Dick,Del Rey Books,['Fiction'],4.0
0440995779,The Witch of Blackbird Pond (Laurel Leaf Books),ELIZABETH GEORGE SPEARE,Laure Leaf,['Juvenile Fiction'],5.0
0590483498,"Night of the Living Dummy II  (Goosebumps, No 31)",R. L. Stine,Scholastic,['Juvenile Fiction'],4.0
0886773555,Catfantastic,Andre Norton,Daw Books,unknown,4.333333333333333
0671016784,Gravity (A),Tess Gerritsen,Atria,['Fiction'],4.0
0440314887,Coming of Age in Mississippi,Anne Moody,Laurel Editions,unknown,5.0
0380752859,For Love of Evil : Book Six of Incarnations of Immortality (Incarnations of Immortality (Paperback)),Piers Anthony,Eos,['Fiction'],4.5
0553576003,Tidings of Great Joy,Sandra Brown,Bantam Books,['Fiction'],3.0
0446608386,Killing Me Softly : A Novel of Obsession,Nicci French,Warner Vision,unknown,1.0
0449209997,Callander Square,Anne Perry,Fawcett Books,unknown,5.0
0451408683,The Case Has Altered: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,Onyx Books,['Fiction'],4.0
1551668300,16 Lighthouse Road,Debbie Macomber,Mira,['Fiction'],3.4
0505525534,Love Bites,Lynsay Sands,Love Spell,unknown,5.0
0060542128,When the Storm Breaks,Heather Lowell,HarperTorch,unknown,4.0
0517707918,The 9 Steps to Financial Freedom,Suze Orman,Crown Publishing Group (NY),['Business & Economics'],3.0
0061094110,Running from the Law,Lisa Scottoline,HarperTorch,unknown,4.0
0451526554,Jane Eyre (Signet Classics (Paperback)),Charlotte Bronte,Signet Book,['Fiction'],5.0
0312187459,The Memoirs of Cleopatra: A Novel,Margaret George,St. Martin's Press,unknown,3.0
0380720817,Clockers / Movie Tie In,Richard Price,Avon,['Fiction'],4.0
0515135216,Dark Symphony,Christine Feehan,Jove Books,['Fiction'],3.75
0425145301,McNally's Caper (Archy McNally Novels (Paperback)),Lawrence Sanders,Berkley Publishing Group,unknown,5.0
0679728899,Death Comes for the Archbishop (Vintage Classics),Willa Cather,Vintage,unknown,5.0
0671458531,Color Purple,Alice Walker,Simon Schuster Trade,['Abused wives'],4.0
038531695X,The Ghost,Danielle Steel,Dell,['Fiction'],3.3333333333333335
0688084915,Nothing Lasts Forever,Sidney Sheldon,Harpercollins Childrens Books,['Fiction'],5.0
0064408647,"The Ersatz Elevator (A Series of Unfortunate Events, Book 6)",Lemony Snicket,HarperCollins,['Juvenile Fiction'],4.0
0064407683,"The Wide Window (A Series of Unfortunate Events, Book 3)",Lemony Snicket,HarperCollins,['Juvenile Fiction'],4.0
0671872001,Disappearing Acts,Terry McMillan,Pocket,['Fiction'],4.0
0312969252,Nice,Jen Sacks,St. Martin's Press,['Fiction'],4.0
0670805149,Lake Wobegon Days,Garrison Keillor,Penguin USA,unknown,4.25
0836221311,Last Chapter and Worse,Gary Larson,Andrews McMeel Publishing,['Humor'],4.5
0743477154,Postmortem,Patricia Cornwell,Pocket,['Fiction'],5.0
0451200101,The Experiment,John Darnton,Signet Book,['Fiction'],3.0
0451176723,Mitigating Circumstances,Nancy Taylor Rosenberg,Signet Book,['Fiction'],4.5
0684871270,The Blue Nowhere : A Novel,Jeffery Deaver,Simon &amp; Schuster,unknown,5.0
0340401486,A Matter of Honour,Jeffrey Archer,Hodder &amp; Stoughton General Division,['Intelligence service'],5.0
0440128595,GEMINI CONTENDERS,ROBERT LUDLUM,Dell,['Fiction'],3.0
0449005828,Bedford Square (Charlotte &amp; Thomas Pitt Novels (Paperback)),Anne Perry,Ballantine Books,unknown,5.0
0671891510,Q-Squared (Star Trek: The Next Generation),Peter David,Star Trek,unknown,3.0
0375705171,Trans-Sister Radio (Vintage Contemporaries (Paperback)),CHRIS BOHJALIAN,Vintage,['Fiction'],4.5
0684826976,Undaunted Courage: Meriwether Lewis Thomas Jefferson and the Opening of the American West,Stephen Ambrose,Simon &amp; Schuster,['History'],5.0
0553212621,Lady Chatterley's Lover: Complete and Unexpurgated 1928 Orioli Edition,D. H. Lawrence,Bantam,unknown,4.0
0156029065,Baudolino,Umberto Eco,Harvest Books,['Fiction'],4.0
0061094129,Legal Tender,Lisa Scottoline,HarperTorch,['Fiction'],4.0
0671568833,Kill and Tell,Linda Howard,Pocket Books,unknown,4.0
0425182150,Perish Twice,Robert B. Parker,Berkley Publishing Group,['Fiction'],3.0
0380819171,Head Over Heels,Susan Andersen,Avon,unknown,4.0
3442453305,Herr Lehmann.,Sven Regener,Goldmann,unknown,4.0
0515119644,The Judge,Steven Paul Martini,Jove Books,unknown,4.0
0552999458,Dead Famous,Ben Elton,"Black Swan Books, Limited",['Fiction'],4.0
0375414657,The Piano Tuner,Daniel Mason,Alfred A. Knopf,['Fiction'],4.0
0553564684,Star Wars: Tales from the Mos Eisley Cantina (Star Wars (Random House Paperback)),Kevin J. Anderson,Bantam,['Fiction'],4.0
0373790945,"Between the Sheets (Harlequin Blaze, 90)",Jeanie London,Harlequin,['Fiction'],5.0
0060953691,La Cucina: A Novel of Rapture,Lily Prior,Ecco,['Fiction'],5.0
0060195703,Long Time No See,Susan Isaacs,HarperCollins Publishers,['Fiction'],4.5
0743457870,Hidden Leaves (Debeers),V.C. Andrews,Pocket Star,unknown,3.5
0380400634,The Enchanted Land,Jude Deveraux,Avon,unknown,4.0
0679403612,Saint Maybe,Anne Tyler,Random House Inc,['Fiction'],5.0
0505524090,Dark Challenge,Christine Feehan,Love Spell,['Fiction'],3.6666666666666665
050552354X,Dark Desire (Paranormal Romance),Christine Feehan,Love Spell,unknown,3.6666666666666665
0425190641,Fire Ice: A Novel from the Numa Files (Kurt Austin Adventures (Paperback)),Clive Cussler,Berkley Publishing Group,['Fiction'],4.5
0399142185,Executive Orders,Tom Clancy,Putnam Publishing Group,['Fiction'],4.5
0425137562,Silent Prey,John Sandford,Berkley Publishing Group,['Fiction'],4.25
0553575953,Floaters,Joseph Wambaugh,Bantam Books,['Fiction'],4.0
0380815575,The Viscount Who Loved Me,Julia Quinn,Avon,['Fiction'],4.0
0515135739,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback)),Catherine Coulter,Jove Books,['Fiction'],3.5
0380732661,The Ritual Bath (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,Avon,unknown,4.333333333333333
0373218540,Dangerous,Nora Roberts,Silhouette,unknown,4.0
0743457781,"Late Bloomer (Michaels, Fern)",Fern Michaels,Atria Books,['Fiction'],4.0
0671776800,Paradise,Judith McNaught,Pocket,['Fiction'],4.0
0451198387,Suspicion of Betrayal,Barbara Parker,Signet Book,['Fiction'],4.0
0515118559,True Betrayals,Nora Roberts,Jove Books,['Fiction'],5.0
0684859726,Fatal Voyage : A Novel,Kathy Reichs,Scribner,['Fiction'],4.666666666666667
0804108528,Inadmissible Evidence,Philip Friedman,Ivy Books,unknown,3.0
0380765489,Shoot Don't Shoot: A Joanna Brady Mystery,J.A. Jance,Avon,['Fiction'],4.5
0684853949,The Man Who Mistook His Wife For A Hat : And Other Clinical Tales,Oliver Sacks,Touchstone,['Biography & Autobiography'],3.3333333333333335
0786864672,Pure Drivel,Steve Martin,Hyperion,['Humor'],4.0
0380702843,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks,HarperTrophy,['Juvenile Fiction'],5.0
0440407524,Shiloh (Yearling Newbery),Phyllis Reynolds Naylor,Yearling Books,unknown,4.5
0399141928,Naked Came the Manatee: A Novel,Carl Hiaasen,Putnam Pub Group,['Fiction'],3.0
038000321X,Alive : The Story of the Andes Survivors (Avon Nonfiction),Piers Paul Read,Avon,['Travel'],4.0
0842332359,Glorious Appearing: The End of Days (Left Behind #12),Tim F. Lahaye,Tyndale House Publishers,unknown,5.0
0060184957,"Pride, Prejudice and Jasmin Field : A Novel",Melissa Nathan,Avon Trade,['Fiction'],4.0
0425182142,Tom Clancy's Power Plays: Cold War (Tom Clancy's Power Plays (Paperback)),Jerome Preisler,Berkley Publishing Group,['Fiction'],3.0
0804119708,Over the Edge,Suzanne Brockmann,Ivy Books,['Fiction'],4.333333333333333
185326086X,Dracula (Wordsworth Classics),B. Stoker,NTC/Contemporary Publishing Company,unknown,5.0
0446328731,Virgin and Martyr,Andrew M. Greeley,Warner Books,['Fiction'],4.0
0425182673,"Cybernation (Tom Clancy's Net Force, No. 6)",Steve Perry,Berkley Publishing Group,unknown,4.0
0140186409,The Grapes of Wrath (20th Century Classics),John Steinbeck,Penguin Books,['Fiction'],3.6666666666666665
0451131517,On Wings of Eagles,Ken Follett,New Amer Library,unknown,3.0
1551666510,The Harbor,Carla Neggers,Mira,['Fiction'],4.0
0553578138,A Place to Call Home,Deborah Smith,Bantam Books,['Fiction'],5.0
0061040347,A Woman Betrayed,Barbara Delinsky,HarperTorch,['Fiction'],5.0
0440495962,The Witch of Blackbird Pond (Yearling Newbery),ELIZABETH GEORGE SPEARE,Yearling,unknown,4.0
0684844818,INTRUSIONS,Ursula Hegi,Touchstone,unknown,4.0
0515131210,Shattered,Dick Francis,Jove Books,['Fiction'],4.5
0880381744,Dragons of Winter Night,Margaret Weis,Wizards of the Coast,['Krynn (Imaginary place)'],5.0
0880381752,"Dragons of Spring Dawning (Dragonlance Chronicles, Vol 3)",Margaret Weis,TSR,unknown,5.0
0812548094,"Stone of Tears (Sword of Truth, Book 2)",Terry Goodkind,Tor Fantasy,['Fiction'],5.0
0451206711,Orchid Blues (Holly Barker Novels (Paperback)),Stuart Woods,Signet Book,['Fiction'],4.0
0439324599,Cut,Patricia McCormick,Push,['Juvenile Fiction'],4.0
0385260083,The Robber Bride,Margaret Atwood,Doubleday Books,unknown,4.0
3492238696,Balzac und die kleine chinesische Schneiderin.,Dai Sijie,Piper,unknown,4.0
0425140318,Private Pleasures,Lawrence Sanders,Berkley Publishing Group,['Fiction'],4.0
0684859718,Deadly Decisions,Kathy Reichs,Scribner,unknown,5.0
0061020656,Pyramids (Discworld Novels (Paperback)),Terry Pratchett,HarperTorch,['Fiction'],4.0
0380792494,Devil's Claw,J.A. Jance,Avon,['Fiction'],4.333333333333333
1551668769,With A Southern Touch,Diana Palmer,Mira,['Fiction'],4.0
0440431808,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,Yearling Books,['Juvenile Fiction'],4.0
0425146812,Second Nature,Alice Hoffman,Berkley Publishing Group,unknown,4.0
0865471185,West With the Night,Beryl Markham,North Point Press,['Biography & Autobiography'],5.0
0060172916,High Tide in Tucson: Essays from Now or Never,Barbara Kingsolver,HarperCollins Publishers,unknown,4.0
0425152499,Practical Magic,Alice Hoffman,Berkley Publishing Group,['Fiction'],3.0
1558531564,"Live and Learn and Pass It on: People Ages 5 to 95 Share What They'Ve Discovered About Life, Love, and Other Good Stuff (Live &amp; Learn &amp; Pass It on)",H. Jackson Brown,Thomas Nelson,['Developmental psychology'],4.5
0380715929,Mother Earth Father Sky,Sue Harrison,Avon,['Fiction'],3.0
0446530891,Split Second,David Baldacci,Warner Books,unknown,3.5
0061091316,Lost Boys,Orson Scott Card,HarperTorch,['Fiction'],2.0
0786889187,Cadillac Jukebox (Dave Robicheaux Mysteries (Paperback)),James Lee Burke,Hyperion,unknown,4.5
3462028189,Crazy,Benjamin Lebert,"Kiepenheuer &amp; Witsch GmbH &amp; Co. KG, Verlag",unknown,4.0
0440201969,Bluebeard,Kurt Vonnegut,Dell Publishing Company,unknown,4.0
0684842696,UNDERWORLD,Don DeLillo,Scribner,unknown,5.0
1881273156,The Five Love Languages: Five Love Languages,Gary Chapman,Moody Publishers,unknown,4.5
0316154059,City of Bones,Michael Connelly,Warner Books,['Fiction'],4.333333333333333
0671673661,I'LL BE SEEING YOU,Mary Higgins Clark,Simon &amp; Schuster,['Fiction'],4.333333333333333
0373250452,Lost &amp; Found (Red Dress Ink),Jane Sigaloff,Red Dress Ink,['Fiction'],4.0
0452266564,The Claiming of Sleeping Beauty (Erotic Adventures of Sleeping Beauty),Rice Anne,Plume Books,['Bondage (Sexual behavior)'],4.2
0743406184,If Only It Were True,Marc Levy,Pocket,unknown,4.5
0836220609,In Search Of The Far Side,Gary Larson,Andrews McMeel Publishing,unknown,4.0
0440129389,"GOOD MOTHER, THE",Sue Miller,Dell,['Fiction'],5.0
0812563190,Elvenblood (Halfblood Chronicles),Andre Norton,Tor Fantasy,['Fiction'],5.0
0836220625,Far Side Gallery,Gary Larson,Andrews McMeel Publishing,['Humor'],5.0
0743418131,Deck the Halls (Holiday Classics),Mary Higgins Clark,Pocket,unknown,4.0
0804115486,Enigma,Robert Harris,Ballantine Books,['Fiction'],4.0
155166738X,The Highlander,Elaine Coffman,Mira Books,['Fiction'],5.0
0060932813,Waiting: The True Confessions of a Waitress,Debra Ginsberg,Perennial,['Humor'],4.333333333333333
1575668807,Maggie Needs an Alibi,Kasey Michaels,Kensington Publishing Corporation,unknown,4.0
051513175X,The Descent,Jeff Long,Jove Books,unknown,5.0
0553288733,Tehanu: The Last Book Of Earthsea (Earthsea  Tetrology #4),Ursula K. Le Guin,Bantam,['Fiction'],4.0
0446354732,Nothing Lasts Forever,Sidney Sheldon,Warner Books,['Fiction'],3.5
0553249002,Aquitaine Progression,Robert Ludlum,Bantam Doubleday Dell,unknown,4.0
0553569783,Heartstone,PHILLIP M. MARGOLIN,Bantam,unknown,4.333333333333333
0440479002,The Sign of the Beaver,Elizabeth George Speare,Yearling Books,['Juvenile Nonfiction'],5.0
067172519X,RAISE THE TITANIC (Clive Cussler),Clive Cussler,Pocket,unknown,4.333333333333333
0451197038,Manner of Death,Stephen White,Signet Book,unknown,4.0
0451202538,Hangman,Michael Slade,Signet Book,unknown,3.0
0394563492,A Civil Action,Jonathan Harr,Random House,['Law'],4.0
0804112959,Grand Jury,Philip Friedman,Ivy Books,['Fiction'],4.0
0804107491,Reasonable Doubt,Philip Friedman,Ivy Books,['Fiction'],4.0
0399147381,Hemlock Bay,Catherine Coulter,Penguin Putnam,['Fiction'],5.0
0679445315,Quite a Year for Plums,Bailey White,Random House Inc,['Fiction'],4.0
0375758992,Don't Let's Go to the Dogs Tonight : An African Childhood,ALEXANDRA FULLER,Random House Trade Paperbacks,['Biography & Autobiography'],4.333333333333333
1551668866,Twilight Hunger,Maggie Shayne,Mira Books,unknown,4.0
0345453425,Cry No More,LINDA HOWARD,Ballantine Books,unknown,4.0
1551669099,The Stone Forest,Karen Harper,Mira,['Fiction'],4.0
0440235804,Her Father's House,BELVA PLAIN,Dell,unknown,4.0
084395048X,Lair of the Lion,Christine Feehan,Leisure Books,unknown,3.3333333333333335
